instance,solver,status,objective,solve_seconds,wall_seconds,nodes,class,verified
agg,samaya,optimal,-35991767.28657651,0.001902332,0.007,0,LP,True
agg,highspy,optimal,-35991767.2865765,0.0027584130002651364,0.0028,,LP,
agg,scip,optimal,-35991767.28657653,0.027716732999579108,0.0277,,LP,
agg,cbc,optimal,-35991767.0,0.011894315000063216,0.0119,,,
agg,glpk,optimal,-35991767.29,0.012502438999945298,0.0125,,,
blend,samaya,optimal,-30.812149845828205,0.001501119,0.0097,0,LP,True
blend,highspy,optimal,-30.812149845828237,0.0015111309994608746,0.0015,,LP,
blend,scip,optimal,-30.812149845828205,0.0030452700002570054,0.003,,LP,
blend,cbc,optimal,-30.81215,0.00380786099958641,0.0038,,,
blend,glpk,optimal,-30.81214985,0.002077473000099417,0.0021,,,
bore3d,samaya,optimal,1373.0803942084929,0.001183232,0.0031,0,LP,True
bore3d,highspy,optimal,1373.0803942084926,0.0014103109997449792,0.0014,,LP,
bore3d,scip,optimal,1373.0803942084929,0.004025748999993084,0.004,,LP,
bore3d,cbc,optimal,1373.0804,0.004459191999558243,0.0045,,,
bore3d,glpk,optimal,1373.080394,0.002899735999562836,0.0029,,,
d2q06c,samaya,optimal,122784.21081418947,0.835258794,0.8437,0,LP,True
d2q06c,highspy,optimal,122784.2108141893,0.6411471950004852,0.6411,,LP,
d2q06c,scip,optimal,122784.21081418949,2.59301220999987,2.593,,LP,
d2q06c,cbc,optimal,122784.21,0.9214538149999498,0.9215,,,
d2q06c,glpk,optimal,122784.2108,1.1553912120007226,1.1554,,,
e226,samaya,optimal,-11.63892906637055,0.003659115,0.0099,0,LP,True
e226,highspy,optimal,-11.638929066370537,0.005033547000493854,0.005,,LP,
e226,scip,optimal,-11.638929066370551,0.01567831699958333,0.0157,,LP,
e226,cbc,optimal,-11.638929,0.011315020999973058,0.0113,,,
e226,glpk,optimal,-11.63892907,0.005821843000376248,0.0058,,,
fit1p,samaya,optimal,9146.378092420928,0.029685971,0.0335,0,LP,True
fit1p,highspy,optimal,9146.378092420935,0.026324940999984392,0.0263,,LP,
fit1p,scip,optimal,9146.378092420928,0.1262426419998519,0.1262,,LP,
fit1p,cbc,optimal,9146.3781,0.02322613900014403,0.0232,,,
fit1p,glpk,optimal,9146.378092,0.024621034999654512,0.0246,,,
gfrd-pnc,samaya,optimal,6902235.999548809,0.006874912,0.0103,0,LP,True
gfrd-pnc,highspy,optimal,6902235.999548812,0.004264184999556164,0.0043,,LP,
gfrd-pnc,scip,optimal,6902235.999548809,0.009606983999219665,0.0096,,LP,
gfrd-pnc,cbc,optimal,6902236.0,0.008582782000303268,0.0086,,,
gfrd-pnc,glpk,optimal,6902236.0,0.008416460000262305,0.0084,,,
grow7,samaya,optimal,-47787811.81471151,0.007286173,0.0099,0,LP,True
grow7,highspy,optimal,-47787811.8147115,0.007688462000260188,0.0077,,LP,
grow7,scip,optimal,-47787811.81471149,0.018032404000223323,0.018,,LP,
grow7,cbc,optimal,-47787812.0,0.006363176999911957,0.0064,,,
grow7,glpk,optimal,-47787811.81,0.0059275889998389175,0.0059,,,
maros,samaya,optimal,-58063.74370112591,0.024749721,0.0284,0,LP,True
maros,highspy,optimal,-58063.74370112589,0.028759945000274456,0.0288,,LP,
maros,scip,optimal,-58063.743701125946,0.050179268000647426,0.0502,,LP,
maros,cbc,optimal,-58063.744,0.028628867999941576,0.0286,,,
maros,glpk,optimal,-58063.7437,0.030537484999513254,0.0305,,,
pilot,samaya,optimal,-557.4897061631721,1.057660937,1.067,0,LP,True
pilot,highspy,optimal,-557.4897292744025,0.7988089549999131,0.7988,,LP,
pilot,scip,optimal,-557.4897292743991,2.1056720759997916,2.1057,,LP,
pilot,cbc,optimal,-557.48973,0.6476148299998385,0.6476,,,
pilot,glpk,optimal,-557.4897062,1.4167132660004427,1.4167,,,
recipe,samaya,optimal,-266.616,0.000330649,0.0057,0,LP,True
recipe,highspy,optimal,-266.61600000000027,0.0007386289998976281,0.0007,,LP,
recipe,scip,optimal,-266.61599999999993,0.0037415789993247017,0.0037,,LP,
recipe,cbc,optimal,-266.616,0.0036704089998238487,0.0037,,,
recipe,glpk,optimal,-266.616,0.0016728829996282002,0.0017,,,
scagr25,samaya,optimal,-14753433.060768519,0.005564398,0.0081,0,LP,True
scagr25,highspy,optimal,-14753433.060768528,0.004391503000078956,0.0044,,LP,
scagr25,scip,optimal,-14753433.060768522,0.0070308590002241544,0.007,,LP,
scagr25,cbc,optimal,-14753433.0,0.0057385879999856115,0.0057,,,
scagr25,glpk,optimal,-14753433.06,0.005745201000536326,0.0057,,,
scorpion,samaya,optimal,1878.1248227381068,0.002245876,0.0048,0,LP,True
scorpion,highspy,optimal,1878.1248227381068,0.001760244000251987,0.0018,,LP,
scorpion,scip,optimal,1878.1248227381068,0.003613941000367049,0.0036,,LP,
scorpion,cbc,optimal,1878.1248,0.004993687000023783,0.005,,,
scorpion,glpk,optimal,1878.124823,0.004174014999989595,0.0042,,,
sctap1,samaya,optimal,1412.25,0.003127,0.0056,0,LP,True
sctap1,highspy,optimal,1412.25,0.0037056000001030043,0.0037,,LP,
sctap1,scip,optimal,1412.25,0.006224382000254991,0.0062,,LP,
sctap1,cbc,optimal,1412.25,0.005666490999828966,0.0057,,,
sctap1,glpk,optimal,1412.25,0.004755631999614707,0.0048,,,
share2b,samaya,optimal,-415.73224074141905,0.000949824,0.003,0,LP,True
share2b,highspy,optimal,-415.73224074141945,0.0012194630007797969,0.0012,,LP,
share2b,scip,optimal,-415.7322407414159,0.003246407999540679,0.0032,,LP,
share2b,cbc,optimal,-415.73224,0.004178713999863248,0.0042,,,
share2b,glpk,optimal,-415.7322407,0.002255190000141738,0.0023,,,
ship08s,samaya,optimal,1920098.2105346196,0.003858047,0.007,0,LP,True
ship08s,highspy,optimal,1920098.2105346182,0.005920171000070695,0.0059,,LP,
ship08s,scip,optimal,1920098.2105346196,0.017470857999796863,0.0175,,LP,
ship08s,cbc,optimal,1920098.2,0.00908374500068021,0.0091,,,
ship08s,glpk,optimal,1920098.211,0.011507329000778554,0.0115,,,
standata,samaya,optimal,1257.6995,0.001062814,0.0043,0,LP,True
standata,highspy,optimal,1257.6995,0.0026520359997448395,0.0027,,LP,
standata,scip,optimal,1257.6995000000002,0.005255221999505011,0.0053,,LP,
standata,cbc,optimal,1257.6995,0.0049107819995697355,0.0049,,,
standata,glpk,optimal,1257.6995,0.004735628999696928,0.0047,,,
tuff,samaya,optimal,0.29214776509361284,0.003115972,0.0059,0,LP,True
tuff,highspy,optimal,0.292147765093613,0.004901000999780081,0.0049,,LP,
tuff,scip,optimal,0.2921477650936128,0.021196583999881113,0.0212,,LP,
tuff,cbc,optimal,0.29214777,0.00695145300051081,0.007,,,
tuff,glpk,optimal,0.2921477651,0.0052261800001360825,0.0052,,,
