instance,solver,status,objective,solve_seconds,wall_seconds,nodes,class,verified
80bau3b,samaya,optimal,987224.1924090901,0.231090111,0.2439,0,LP,True
80bau3b,highspy,optimal,987224.1924090902,0.0999225519999527,0.0999,,LP,
80bau3b,scip,optimal,987224.1924090898,0.26081411500035756,0.2608,,LP,
80bau3b,cbc,optimal,987224.19,0.14270922000014252,0.1427,,,
80bau3b,glpk,optimal,987224.1924,0.42060812700037786,0.4206,,,
agg3,samaya,optimal,10312115.935089221,0.00298517,0.0096,0,LP,True
agg3,highspy,optimal,10312115.935089216,0.00341347300036432,0.0034,,LP,
agg3,scip,optimal,10312115.93508923,0.00694422200012923,0.0069,,LP,
agg3,cbc,optimal,10312116.0,0.006548815000314789,0.0065,,,
agg3,glpk,optimal,10312115.94,0.00673722400006227,0.0067,,,
bnl2,samaya,optimal,1811.236540358545,0.066989702,0.0723,0,LP,True
bnl2,highspy,optimal,1811.2365403585482,0.03530352699999639,0.0353,,LP,
bnl2,scip,optimal,1811.2365403585452,0.16490659800001595,0.1649,,LP,
bnl2,cbc,optimal,1811.2365,0.04162437000013597,0.0416,,,
bnl2,glpk,optimal,1811.23654,0.18767867800033855,0.1877,,,
capri,samaya,optimal,2690.0129137681593,0.002317262,0.0054,0,LP,True
capri,highspy,optimal,2690.0129137681593,0.0024401930004387395,0.0024,,LP,
capri,scip,optimal,2690.0129137681606,0.010885525000048801,0.0109,,LP,
capri,cbc,optimal,2690.0129,0.006039914000211866,0.006,,,
capri,glpk,optimal,2690.012914,0.005088686999442871,0.0051,,,
degen2,samaya,optimal,-1435.1779999999999,0.013302086,0.0162,0,LP,True
degen2,highspy,optimal,-1435.178,0.009574209999300365,0.0096,,LP,
degen2,scip,optimal,-1435.1779999999999,0.028138140000010026,0.0281,,LP,
degen2,cbc,optimal,-1435.178,0.012406146999637713,0.0124,,,
degen2,glpk,optimal,-1435.178,0.02179727400016418,0.0218,,,
fffff800,samaya,optimal,555679.5648174963,0.019383752,0.0238,0,LP,True
fffff800,highspy,optimal,555679.5648174963,0.007568274000732345,0.0076,,LP,
fffff800,scip,optimal,555679.5648174963,0.07113764399946376,0.0711,,LP,
fffff800,cbc,optimal,555679.56,0.010493107999536733,0.0105,,,
fffff800,glpk,optimal,555679.5648,0.008618312000180595,0.0086,,,
fit2p,samaya,optimal,68464.29329383207,1.169647928,1.185,0,LP,True
fit2p,highspy,optimal,68464.29329383216,0.8456182559993977,0.8456,,LP,
fit2p,scip,optimal,68464.29329383207,0.853502502000083,0.8535,,LP,
fit2p,cbc,optimal,68464.293,1.0478536330001589,1.0479,,,
fit2p,glpk,optimal,68464.29329,0.9589464009995936,0.9589,,,
greenbeb,samaya,optimal,-4302260.261206587,0.820272004,0.8279,0,LP,True
