instance,solver,status,objective,solve_seconds,wall_seconds,nodes,class,verified
lotfi,samaya,optimal,-25.264706061880002,0.002193172,0.0052,0,LP,True
lotfi,highspy,optimal,-25.264706061880002,0.0015474199999516713,0.0015,,LP,
lotfi,scip,optimal,-25.26470606188002,0.0035298390002935776,0.0035,,LP,
lotfi,cbc,optimal,-25.264706,0.00581252099982521,0.0058,,,
lotfi,glpk,optimal,-25.26470606,0.002748282000538893,0.0027,,,
perold,samaya,optimal,-9380.75527822951,0.041657712,0.045,0,LP,True
perold,highspy,optimal,-9380.755278235187,0.040033807000327215,0.04,,LP,
perold,scip,optimal,-9380.755278235105,0.2135920549999355,0.2136,,LP,
perold,cbc,optimal,-9380.7554,0.06885586900079943,0.0689,,,
perold,glpk,optimal,-9380.755278,0.05286119099946518,0.0529,,,
pilot87,samaya,optimal,301.7103656586912,4.164501397,4.1808,0,LP,True
pilot87,highspy,optimal,301.71034733310745,2.537323949999518,2.5373,,LP,
pilot87,scip,optimal,301.7103473331104,4.961739578000561,4.9617,,LP,
pilot87,cbc,optimal,301.71063,2.3153306969998084,2.3153,,,
pilot87,glpk,optimal,301.7103581,3.7765155199995206,3.7765,,,
sc50a,samaya,optimal,-64.5750770585645,0.000339055,0.0028,0,LP,True
sc50a,highspy,optimal,-64.5750770585645,0.00045647600018128287,0.0005,,LP,
sc50a,scip,optimal,-64.5750770585645,0.0006966959999772371,0.0007,,LP,
sc50a,cbc,optimal,-64.575077,0.0031611190006515244,0.0032,,,
sc50a,glpk,optimal,-64.57507706,0.001254575000530167,0.0013,,,
scfxm2,samaya,optimal,36660.261564998815,0.014128339,0.017,0,LP,True
scfxm2,highspy,optimal,36660.261564998815,0.012225480000779498,0.0122,,LP,
scfxm2,scip,optimal,36660.261564998815,0.030788529000346898,0.0308,,LP,
scfxm2,cbc,optimal,36660.262,0.014364837000357511,0.0144,,,
scfxm2,glpk,optimal,36660.26156,0.012162800000623974,0.0122,,,
scsd6,samaya,optimal,50.50000007826238,0.003432909,0.0069,0,LP,True
scsd6,highspy,optimal,50.5000000782623,0.004628276000403275,0.0046,,LP,
scsd6,scip,optimal,50.500000078019326,0.018552341999566124,0.0186,,LP,
scsd6,cbc,optimal,50.5,0.0074391329999343725,0.0074,,,
scsd6,glpk,optimal,50.50000008,0.006558514000062132,0.0066,,,
seba,samaya,optimal,15711.6,0.003819415,0.0066,0,LP,True
seba,highspy,optimal,15711.599999999999,0.0023547999999209424,0.0024,,LP,
seba,scip,optimal,15711.599999999999,0.0036631029997806763,0.0037,,LP,
seba,cbc,optimal,15711.6,0.004989238000234764,0.005,,,
seba,glpk,optimal,15711.6,0.013041279999924882,0.013,,,
ship04s,samaya,optimal,1798714.700445392,0.002166739,0.0056,0,LP,True
ship04s,highspy,optimal,1798714.7004453917,0.0033342120004817843,0.0033,,LP,
ship04s,scip,optimal,1798714.700445392,0.012773749999723805,0.0128,,LP,
ship04s,cbc,optimal,1798714.7,0.006568484000126773,0.0066,,,
ship04s,glpk,optimal,1798714.7,0.006296527999438695,0.0063,,,
sierra,samaya,optimal,15394362.183631929,0.010401798,0.0139,0,LP,True
sierra,highspy,optimal,15394362.183631929,0.008247579999988375,0.0082,,LP,
sierra,scip,optimal,15394362.18363193,0.03948465900066367,0.0395,,LP,
sierra,cbc,optimal,15394362.0,0.010605026000121143,0.0106,,,
sierra,glpk,optimal,15394362.18,0.025480068000433675,0.0255,,,
stocfor1,samaya,optimal,-41131.976219436416,0.000830567,0.0032,0,LP,True
stocfor1,highspy,optimal,-41131.97621943641,0.0009233199998561759,0.0009,,LP,
stocfor1,scip,optimal,-41131.976219436416,0.0017132429993580445,0.0017,,LP,
stocfor1,cbc,optimal,-41131.976,0.003206573000170465,0.0032,,,
stocfor1,glpk,optimal,-41131.97622,0.0018557550001787604,0.0019,,,
woodw,samaya,optimal,1.3044763330842295,0.048429103,0.0564,0,LP,True
woodw,highspy,optimal,1.3044763330842293,0.04174435999993875,0.0417,,LP,
woodw,scip,optimal,1.3044763330842293,0.09572865199970693,0.0957,,LP,
woodw,cbc,optimal,1.3044763,0.030738303000362066,0.0307,,,
woodw,glpk,optimal,1.304476333,0.06849744000010105,0.0685,,,
